borrower_id,age,state,annual_income,employment_status,housing_status,dti_ratio,years_at_current_residence,credit_history_years,fico_score,fico_band
BOR105574,52,FL,65600.0,Part-time,Rent,39.7,4.1,30,613,Poor (<620)
BOR105575,47,MO,64400.0,Full-time,Rent,31.0,10.2,28,691,Good (680-739)
BOR105576,40,OH,34200.0,Part-time,Mortgage,39.1,0.2,20,588,Poor (<620)
BOR105577,34,MD,26500.0,Part-time,Rent,42.2,0.7,14,720,Good (680-739)
BOR105578,40,TX,29700.0,Full-time,Mortgage,14.0,2.9,18,629,Fair (620-679)
BOR105579,61,AZ,63600.0,Full-time,Rent,34.5,9.2,44,606,Poor (<620)
BOR105580,44,MI,88400.0,Full-time,Rent,29.6,1.8,28,693,Good (680-739)
BOR105581,40,MN,64900.0,Full-time,Rent,36.3,8.4,17,634,Fair (620-679)
BOR105582,48,MN,43300.0,Full-time,Own,33.9,3.2,25,643,Fair (620-679)
BOR105583,42,MI,99200.0,Full-time,Own,39.7,2.6,20,691,Good (680-739)
BOR105584,44,TN,38200.0,Full-time,Rent,16.2,10.1,27,732,Good (680-739)
BOR105585,38,IL,27800.0,Full-time,Rent,45.1,3.5,21,627,Fair (620-679)
BOR105586,36,MA,52300.0,Full-time,Rent,26.8,4.8,18,616,Poor (<620)
BOR105587,53,TX,83400.0,Retired,Own,30.7,9.5,31,682,Good (680-739)
BOR105588,19,NJ,31900.0,Retired,Other,14.4,2.3,1,715,Good (680-739)
BOR105589,47,PA,21700.0,Full-time,Own,31.0,6.0,24,775,Very Good (740-799)
BOR105590,35,LA,47400.0,Retired,Own,31.8,0.8,17,610,Poor (<620)
BOR105591,19,NJ,66000.0,Self-employed,Rent,31.2,6.1,2,659,Fair (620-679)
BOR105592,29,MA,18000.0,Full-time,Rent,24.6,2.0,11,756,Very Good (740-799)
BOR105593,41,NC,72400.0,Full-time,Mortgage,19.8,6.9,19,808,Exceptional (800+)
BOR105594,42,GA,25200.0,Full-time,Rent,38.4,0.2,26,615,Poor (<620)
BOR105595,50,PA,64600.0,Self-employed,Mortgage,14.6,12.4,30,632,Fair (620-679)
BOR105596,51,MS,19000.0,Self-employed,Other,40.0,11.2,35,705,Good (680-739)
BOR105597,22,MN,24000.0,Full-time,Rent,48.9,6.6,1,642,Fair (620-679)
BOR105598,46,NY,61600.0,Full-time,Rent,54.2,0.5,28,631,Fair (620-679)
BOR105599,50,WI,80600.0,Part-time,Mortgage,21.2,8.5,30,696,Good (680-739)
BOR105600,44,NJ,46400.0,Full-time,Own,37.9,2.0,25,781,Very Good (740-799)
BOR105601,47,CA,137000.0,Full-time,Rent,26.4,2.1,29,595,Poor (<620)
BOR105602,19,WA,29400.0,Full-time,Own,44.2,13.5,1,777,Very Good (740-799)
BOR105603,29,NY,29300.0,Self-employed,Own,35.9,3.3,8,643,Fair (620-679)
BOR105604,57,IL,40700.0,Full-time,Rent,29.1,15.5,35,702,Good (680-739)
BOR105605,38,MD,39800.0,Full-time,Rent,22.9,0.3,17,783,Very Good (740-799)
BOR105606,68,OH,53000.0,Full-time,Mortgage,28.3,0.7,46,701,Good (680-739)
BOR105607,26,LA,33400.0,Full-time,Rent,25.3,14.7,5,661,Fair (620-679)
BOR105608,60,IN,60200.0,Full-time,Other,31.8,5.4,44,727,Good (680-739)
BOR105609,34,NV,59600.0,Full-time,Mortgage,32.3,8.4,12,669,Fair (620-679)
BOR105610,51,TN,96400.0,Full-time,Own,26.5,2.4,32,714,Good (680-739)
BOR105611,37,LA,37400.0,Self-employed,Mortgage,25.6,0.4,16,667,Fair (620-679)
BOR105612,42,NC,54300.0,Self-employed,Mortgage,38.3,1.3,26,736,Good (680-739)
BOR105613,48,AZ,61200.0,Full-time,Rent,39.0,4.5,29,589,Poor (<620)
BOR105614,34,WA,46500.0,Part-time,Mortgage,23.9,0.7,16,614,Poor (<620)
BOR105615,51,MS,42400.0,Full-time,Rent,31.5,0.4,33,588,Poor (<620)
BOR105616,38,PA,18400.0,Full-time,Rent,23.4,2.2,19,676,Fair (620-679)
BOR105617,43,MA,48400.0,Full-time,Mortgage,58.1,1.2,20,581,Poor (<620)
BOR105618,19,CO,61000.0,Full-time,Own,22.6,2.8,1,635,Fair (620-679)
BOR105619,37,NC,45400.0,Full-time,Own,34.5,9.5,15,608,Poor (<620)
BOR105620,56,LA,32800.0,Full-time,Mortgage,36.5,2.6,36,776,Very Good (740-799)
BOR105621,49,MI,21900.0,Part-time,Mortgage,25.3,10.1,27,616,Poor (<620)
BOR105622,52,PA,57200.0,Full-time,Mortgage,23.4,1.8,31,596,Poor (<620)
BOR105623,42,MA,47300.0,Full-time,Mortgage,29.2,0.1,26,696,Good (680-739)
BOR105624,61,NJ,87200.0,Retired,Rent,23.3,15.2,40,790,Very Good (740-799)
BOR105625,44,CA,24300.0,Full-time,Mortgage,33.9,5.1,25,672,Fair (620-679)
BOR105626,33,TX,37700.0,Full-time,Mortgage,23.5,2.8,14,677,Fair (620-679)
BOR105627,51,PA,25700.0,Full-time,Mortgage,33.5,0.8,33,764,Very Good (740-799)
BOR105628,52,MN,74000.0,Full-time,Own,11.4,3.9,36,737,Good (680-739)
BOR105629,49,LA,81400.0,Part-time,Rent,23.9,8.7,26,708,Good (680-739)
BOR105630,36,AZ,110800.0,Full-time,Mortgage,27.8,3.3,19,642,Fair (620-679)
BOR105631,44,FL,59000.0,Unemployed,Rent,42.0,7.3,26,710,Good (680-739)
BOR105632,58,AZ,66500.0,Full-time,Mortgage,13.5,3.2,37,592,Poor (<620)
BOR105633,47,LA,56700.0,Full-time,Own,42.2,4.5,24,639,Fair (620-679)
BOR105634,23,CO,60300.0,Full-time,Rent,38.6,0.5,5,773,Very Good (740-799)
BOR105635,33,GA,47700.0,Full-time,Own,14.1,13.1,11,765,Very Good (740-799)
BOR105636,33,NY,61600.0,Full-time,Mortgage,37.4,11.7,16,708,Good (680-739)
BOR105637,32,LA,122100.0,Full-time,Rent,22.7,0.3,10,555,Poor (<620)
BOR105638,19,NV,51500.0,Full-time,Rent,37.7,1.1,2,601,Poor (<620)
BOR105639,64,TX,47100.0,Part-time,Mortgage,38.3,6.0,48,636,Fair (620-679)
BOR105640,30,NV,51000.0,Self-employed,Rent,39.9,0.9,10,669,Fair (620-679)
BOR105641,31,FL,43600.0,Full-time,Mortgage,26.3,0.7,8,599,Poor (<620)
BOR105642,19,TX,52100.0,Full-time,Rent,38.8,0.5,1,664,Fair (620-679)
BOR105643,51,CO,42900.0,Full-time,Mortgage,47.4,2.1,33,795,Very Good (740-799)
BOR105644,40,AZ,78000.0,Full-time,Mortgage,29.1,8.2,24,706,Good (680-739)
BOR105645,37,NJ,74600.0,Full-time,Own,30.4,0.5,21,694,Good (680-739)
BOR105646,37,MS,123600.0,Retired,Rent,39.1,0.6,20,614,Poor (<620)
BOR105647,48,NV,46100.0,Full-time,Mortgage,5.0,0.3,28,573,Poor (<620)
BOR105648,35,TX,53100.0,Full-time,Rent,22.2,2.2,16,600,Poor (<620)
BOR105649,19,TN,52100.0,Full-time,Rent,42.1,3.9,1,571,Poor (<620)
BOR105650,26,MN,51000.0,Full-time,Mortgage,33.5,6.5,10,685,Good (680-739)
BOR105651,25,AZ,77500.0,Self-employed,Rent,29.8,1.6,4,705,Good (680-739)
BOR105652,44,NH,22400.0,Full-time,Rent,22.6,0.5,21,617,Poor (<620)
BOR105653,52,MD,57400.0,Full-time,Rent,32.3,0.0,31,690,Good (680-739)
BOR105654,59,FL,114500.0,Full-time,Own,26.7,0.8,36,775,Very Good (740-799)
BOR105655,21,PA,86100.0,Self-employed,Rent,14.5,5.2,1,807,Exceptional (800+)
BOR105656,48,NV,81800.0,Full-time,Rent,45.0,3.3,30,730,Good (680-739)
BOR105657,34,NH,68100.0,Full-time,Mortgage,25.1,1.2,11,669,Fair (620-679)
BOR105658,76,FL,35700.0,Full-time,Rent,29.3,0.8,55,728,Good (680-739)
BOR105659,58,FL,33300.0,Full-time,Mortgage,14.2,1.5,36,768,Very Good (740-799)
BOR105660,61,CO,33400.0,Unemployed,Rent,26.6,1.0,38,550,Poor (<620)
BOR105661,51,TX,27900.0,Full-time,Rent,42.1,0.5,29,776,Very Good (740-799)
BOR105662,46,TX,71400.0,Full-time,Rent,41.3,0.2,24,645,Fair (620-679)
BOR105663,36,LA,90300.0,Self-employed,Rent,32.3,5.4,18,645,Fair (620-679)
BOR105664,34,MN,56700.0,Retired,Mortgage,25.8,6.0,13,657,Fair (620-679)
BOR105665,31,LA,67000.0,Full-time,Rent,32.3,10.7,12,701,Good (680-739)
BOR105666,48,IN,53200.0,Full-time,Rent,37.1,2.2,31,608,Poor (<620)
BOR105667,60,NC,60200.0,Retired,Rent,17.0,9.3,40,661,Fair (620-679)
BOR105668,37,MS,18000.0,Full-time,Own,34.5,1.4,14,714,Good (680-739)
BOR105669,32,GA,53700.0,Full-time,Mortgage,39.7,1.2,13,694,Good (680-739)
BOR105670,23,OH,38500.0,Full-time,Rent,31.4,2.0,4,705,Good (680-739)
BOR105671,44,LA,45800.0,Self-employed,Own,31.8,4.7,22,659,Fair (620-679)
BOR105672,56,MO,51600.0,Full-time,Rent,24.7,21.7,33,725,Good (680-739)
BOR105673,56,LA,33800.0,Full-time,Rent,35.0,11.7,33,749,Very Good (740-799)
BOR105674,58,PA,28700.0,Part-time,Mortgage,48.1,5.3,35,745,Very Good (740-799)
BOR105675,46,UT,33300.0,Self-employed,Mortgage,46.1,1.6,29,708,Good (680-739)
BOR105676,42,TN,24300.0,Full-time,Rent,26.2,5.5,25,741,Very Good (740-799)
BOR105677,56,MO,27700.0,Full-time,Mortgage,28.3,3.5,34,737,Good (680-739)
BOR105678,28,MS,29500.0,Full-time,Rent,45.7,16.2,6,850,Exceptional (800+)
BOR105679,36,MI,24400.0,Full-time,Own,37.9,2.4,16,759,Very Good (740-799)
BOR105680,62,MD,59200.0,Full-time,Mortgage,37.7,4.6,41,674,Fair (620-679)
BOR105681,28,IN,31100.0,Full-time,Own,13.9,3.1,7,621,Fair (620-679)
BOR105682,41,MN,20200.0,Self-employed,Mortgage,41.1,7.4,24,663,Fair (620-679)
BOR105683,49,LA,38900.0,Full-time,Rent,29.2,0.8,29,658,Fair (620-679)
BOR105684,42,MO,28300.0,Full-time,Rent,34.3,10.1,22,713,Good (680-739)
BOR105685,55,TX,89900.0,Full-time,Own,24.9,0.6,34,634,Fair (620-679)
BOR105686,59,PA,49500.0,Full-time,Own,48.5,1.0,42,757,Very Good (740-799)
BOR105687,47,UT,24100.0,Full-time,Rent,22.3,4.1,26,590,Poor (<620)
BOR105688,58,UT,60200.0,Full-time,Own,51.5,9.1,39,574,Poor (<620)
BOR105689,30,UT,48400.0,Self-employed,Mortgage,32.3,12.7,9,671,Fair (620-679)
BOR105690,39,CA,41900.0,Full-time,Rent,30.3,3.0,22,625,Fair (620-679)
BOR105691,70,MI,94700.0,Full-time,Mortgage,23.2,5.1,47,598,Poor (<620)
BOR105692,64,CO,30100.0,Self-employed,Mortgage,26.8,0.3,45,639,Fair (620-679)
BOR105693,26,CO,74300.0,Full-time,Mortgage,30.0,5.3,10,631,Fair (620-679)
BOR105694,41,TX,38800.0,Part-time,Mortgage,33.3,1.6,23,681,Good (680-739)
BOR105695,43,TN,46200.0,Full-time,Mortgage,37.4,2.6,25,640,Fair (620-679)
BOR105696,46,NY,33300.0,Full-time,Mortgage,29.9,0.3,28,645,Fair (620-679)
BOR105697,56,WA,34200.0,Full-time,Mortgage,37.4,2.0,35,680,Good (680-739)
BOR105698,63,OH,38300.0,Unemployed,Other,43.8,3.8,47,746,Very Good (740-799)
BOR105699,41,TX,19800.0,Full-time,Mortgage,42.6,3.9,22,776,Very Good (740-799)
BOR105700,54,TX,54500.0,Full-time,Rent,38.3,9.8,37,690,Good (680-739)
BOR105701,49,MS,49100.0,Full-time,Mortgage,37.0,2.4,30,695,Good (680-739)
BOR105702,41,WI,23800.0,Full-time,Mortgage,21.4,4.5,23,668,Fair (620-679)
BOR105703,21,MS,62800.0,Full-time,Mortgage,34.1,10.5,2,711,Good (680-739)
BOR105704,53,VA,89800.0,Full-time,Rent,21.2,1.5,34,705,Good (680-739)
BOR105705,48,NJ,34600.0,Full-time,Own,42.2,20.3,26,766,Very Good (740-799)
BOR105706,46,NC,32800.0,Self-employed,Own,34.9,2.5,23,557,Poor (<620)
BOR105707,29,TN,77000.0,Full-time,Rent,43.3,4.8,13,665,Fair (620-679)
BOR105708,65,NC,55900.0,Full-time,Mortgage,43.8,1.4,46,702,Good (680-739)
BOR105709,43,WI,43900.0,Full-time,Rent,36.4,9.9,24,678,Fair (620-679)
BOR105710,27,MN,67300.0,Full-time,Own,25.2,3.4,8,619,Poor (<620)
BOR105711,25,LA,52800.0,Full-time,Rent,9.6,2.9,4,596,Poor (<620)
BOR105712,49,OH,88700.0,Full-time,Rent,37.4,0.1,28,732,Good (680-739)
BOR105713,49,WA,46300.0,Full-time,Own,30.3,6.0,30,631,Fair (620-679)
BOR105714,35,IL,56500.0,Part-time,Own,40.0,6.2,15,566,Poor (<620)
BOR105715,47,CA,76400.0,Full-time,Rent,39.0,0.7,31,736,Good (680-739)
BOR105716,49,MD,18000.0,Full-time,Mortgage,38.0,9.5,32,710,Good (680-739)
BOR105717,43,AZ,77700.0,Full-time,Mortgage,34.5,3.1,20,672,Fair (620-679)
BOR105718,33,MD,37100.0,Full-time,Mortgage,15.4,6.9,13,621,Fair (620-679)
BOR105719,53,FL,58400.0,Full-time,Mortgage,44.6,3.4,34,673,Fair (620-679)
BOR105720,51,NH,98600.0,Full-time,Rent,19.4,6.8,28,759,Very Good (740-799)
BOR105721,48,NH,40600.0,Full-time,Mortgage,25.5,2.8,25,575,Poor (<620)
BOR105722,31,VA,38000.0,Full-time,Rent,28.7,6.4,15,578,Poor (<620)
BOR105723,25,LA,45500.0,Full-time,Mortgage,32.2,2.8,2,639,Fair (620-679)
BOR105724,42,OH,24300.0,Full-time,Rent,28.8,0.1,25,678,Fair (620-679)
BOR105725,52,WI,125400.0,Retired,Rent,26.4,9.8,35,648,Fair (620-679)
BOR105726,53,LA,45700.0,Self-employed,Own,40.0,0.4,37,722,Good (680-739)
BOR105727,48,NV,97800.0,Retired,Rent,18.7,0.3,27,751,Very Good (740-799)
BOR105728,36,NV,40100.0,Full-time,Mortgage,27.9,1.1,16,698,Good (680-739)
BOR105729,31,VA,47300.0,Unemployed,Mortgage,11.0,4.8,13,716,Good (680-739)
BOR105730,41,NV,71300.0,Full-time,Own,21.7,0.9,19,698,Good (680-739)
BOR105731,41,MD,28400.0,Full-time,Mortgage,16.4,0.8,24,681,Good (680-739)
BOR105732,54,NY,44500.0,Part-time,Own,39.3,4.3,36,596,Poor (<620)
BOR105733,35,FL,70100.0,Full-time,Mortgage,33.9,6.1,15,613,Poor (<620)
BOR105734,36,MN,42400.0,Full-time,Own,23.9,9.0,13,592,Poor (<620)
BOR105735,66,TN,37500.0,Full-time,Rent,5.0,6.8,46,670,Fair (620-679)
BOR105736,60,WA,77000.0,Unemployed,Rent,16.7,0.8,38,695,Good (680-739)
BOR105737,30,MS,87600.0,Full-time,Rent,21.0,0.9,7,586,Poor (<620)
BOR105738,59,IN,94100.0,Full-time,Mortgage,28.4,1.1,39,685,Good (680-739)
BOR105739,28,MI,34400.0,Full-time,Rent,39.6,0.3,7,623,Fair (620-679)
BOR105740,36,NJ,35900.0,Full-time,Other,17.6,0.8,17,611,Poor (<620)
BOR105741,37,TN,37700.0,Self-employed,Rent,18.5,3.3,16,639,Fair (620-679)
BOR105742,40,CO,64400.0,Full-time,Rent,15.2,4.3,22,607,Poor (<620)
BOR105743,48,AZ,27200.0,Full-time,Mortgage,32.0,1.3,26,719,Good (680-739)
BOR105744,42,WA,27900.0,Self-employed,Rent,10.3,0.0,25,669,Fair (620-679)
BOR105745,48,MD,33800.0,Full-time,Mortgage,14.3,5.4,32,733,Good (680-739)
BOR105746,36,MD,30600.0,Self-employed,Rent,36.7,1.7,20,651,Fair (620-679)
BOR105747,45,NV,69400.0,Self-employed,Own,47.2,1.0,27,654,Fair (620-679)
BOR105748,42,TX,67300.0,Part-time,Own,32.6,10.5,25,802,Exceptional (800+)
BOR105749,24,CO,37500.0,Unemployed,Other,28.9,2.8,4,575,Poor (<620)
BOR105750,47,WA,42700.0,Self-employed,Rent,53.8,1.4,27,763,Very Good (740-799)
BOR105751,42,TX,18000.0,Full-time,Rent,26.8,6.2,20,788,Very Good (740-799)
BOR105752,32,MO,38000.0,Full-time,Own,26.8,3.9,14,730,Good (680-739)
BOR105753,36,MD,81600.0,Retired,Mortgage,26.6,1.2,14,659,Fair (620-679)
BOR105754,36,WA,37000.0,Full-time,Mortgage,47.0,18.2,14,773,Very Good (740-799)
BOR105755,38,MN,28500.0,Full-time,Rent,37.4,5.2,16,659,Fair (620-679)
BOR105756,62,GA,86600.0,Self-employed,Mortgage,37.3,0.2,40,634,Fair (620-679)
BOR105757,66,PA,28200.0,Full-time,Mortgage,35.3,4.1,45,655,Fair (620-679)
BOR105758,19,NC,93500.0,Full-time,Own,27.4,1.1,3,643,Fair (620-679)
BOR105759,47,NJ,171000.0,Full-time,Mortgage,28.8,3.6,30,618,Poor (<620)
BOR105760,52,MD,44400.0,Self-employed,Mortgage,22.4,7.9,29,752,Very Good (740-799)
BOR105761,38,NV,81600.0,Self-employed,Rent,28.0,2.6,20,630,Fair (620-679)
BOR105762,52,MD,22000.0,Retired,Rent,34.8,4.5,29,678,Fair (620-679)
BOR105763,61,PA,21600.0,Self-employed,Mortgage,30.0,0.8,41,586,Poor (<620)
BOR105764,25,NC,32600.0,Full-time,Mortgage,40.1,4.0,5,682,Good (680-739)
BOR105765,43,PA,67500.0,Full-time,Other,34.6,1.7,22,605,Poor (<620)
BOR105766,64,MD,46700.0,Full-time,Mortgage,33.9,8.0,46,603,Poor (<620)
BOR105767,26,OH,42900.0,Full-time,Rent,23.3,3.2,10,673,Fair (620-679)
BOR105768,40,WA,26100.0,Self-employed,Own,19.7,0.9,23,749,Very Good (740-799)
BOR105769,36,MN,44000.0,Full-time,Mortgage,20.7,5.1,17,709,Good (680-739)
BOR105770,54,MO,34900.0,Full-time,Mortgage,42.9,7.7,37,713,Good (680-739)
BOR105771,55,GA,30800.0,Self-employed,Mortgage,14.7,1.6,32,672,Fair (620-679)
BOR105772,43,NC,29600.0,Self-employed,Mortgage,33.9,6.5,24,658,Fair (620-679)
BOR105773,41,IN,50800.0,Full-time,Mortgage,33.9,7.3,25,731,Good (680-739)
BOR105774,20,AZ,33700.0,Full-time,Mortgage,25.2,14.3,1,643,Fair (620-679)
BOR105775,58,FL,46500.0,Full-time,Rent,31.6,2.5,40,734,Good (680-739)
BOR105776,37,LA,21000.0,Full-time,Mortgage,33.7,0.5,16,760,Very Good (740-799)
BOR105777,39,WA,58500.0,Self-employed,Own,20.4,5.3,19,625,Fair (620-679)
BOR105778,53,VA,52000.0,Full-time,Mortgage,24.1,4.6,34,635,Fair (620-679)
BOR105779,43,PA,42000.0,Full-time,Own,30.7,1.6,20,645,Fair (620-679)
BOR105780,53,MI,50100.0,Part-time,Own,31.0,1.5,32,585,Poor (<620)
BOR105781,48,NC,71000.0,Full-time,Own,17.8,0.2,32,649,Fair (620-679)
BOR105782,43,OH,24300.0,Self-employed,Rent,32.0,4.1,25,765,Very Good (740-799)
BOR105783,45,AZ,48100.0,Full-time,Mortgage,32.4,1.6,23,612,Poor (<620)
BOR105784,28,VA,25900.0,Full-time,Own,41.2,1.9,7,766,Very Good (740-799)
BOR105785,39,LA,48500.0,Full-time,Rent,30.9,0.5,21,652,Fair (620-679)
BOR105786,54,NM,41500.0,Full-time,Mortgage,27.1,6.1,36,817,Exceptional (800+)
BOR105787,30,IL,46100.0,Full-time,Rent,38.8,14.2,12,636,Fair (620-679)
BOR105788,32,FL,68300.0,Full-time,Rent,42.3,0.4,12,671,Fair (620-679)
BOR105789,30,MN,67400.0,Part-time,Own,17.3,2.7,12,621,Fair (620-679)
BOR105790,43,NH,76000.0,Full-time,Mortgage,25.9,2.6,24,635,Fair (620-679)
BOR105791,58,LA,39000.0,Full-time,Rent,10.0,8.7,35,767,Very Good (740-799)
BOR105792,48,CA,64000.0,Full-time,Rent,21.5,1.0,28,711,Good (680-739)
BOR105793,19,OH,58600.0,Full-time,Rent,46.0,8.6,2,747,Very Good (740-799)
BOR105794,49,TX,39500.0,Full-time,Rent,20.4,3.8,29,594,Poor (<620)
BOR105795,36,NV,49200.0,Full-time,Mortgage,35.8,9.1,20,723,Good (680-739)
BOR105796,47,MA,43900.0,Full-time,Rent,35.2,3.0,27,617,Poor (<620)
BOR105797,39,WA,87400.0,Unemployed,Own,25.3,2.7,17,593,Poor (<620)
BOR105798,31,AZ,67100.0,Full-time,Own,26.5,5.7,13,696,Good (680-739)
BOR105799,40,OH,40100.0,Self-employed,Rent,45.0,0.7,18,695,Good (680-739)
BOR105800,36,TN,38900.0,Part-time,Rent,40.5,0.0,13,683,Good (680-739)
BOR105801,45,CA,71700.0,Full-time,Mortgage,53.5,2.3,27,727,Good (680-739)
BOR105802,30,IN,85200.0,Full-time,Mortgage,5.5,13.9,12,737,Good (680-739)
BOR105803,28,WI,53700.0,Full-time,Own,36.4,0.2,5,776,Very Good (740-799)
BOR105804,50,MO,62700.0,Full-time,Rent,7.2,4.8,33,603,Poor (<620)
BOR105805,54,NC,83800.0,Full-time,Rent,30.7,3.5,31,778,Very Good (740-799)
BOR105806,48,NV,43100.0,Full-time,Rent,28.8,2.2,29,802,Exceptional (800+)
BOR105807,33,MD,48400.0,Full-time,Rent,19.6,5.5,17,656,Fair (620-679)
BOR105808,32,NY,58000.0,Full-time,Rent,25.0,4.8,9,572,Poor (<620)
BOR105809,33,PA,38400.0,Full-time,Own,28.0,2.3,16,590,Poor (<620)
BOR105810,52,TN,100200.0,Full-time,Mortgage,35.4,0.3,32,650,Fair (620-679)
BOR105811,31,GA,38300.0,Full-time,Own,19.6,18.1,12,811,Exceptional (800+)
BOR105812,52,FL,47900.0,Self-employed,Own,23.6,0.4,29,681,Good (680-739)
BOR105813,49,PA,110500.0,Full-time,Own,36.2,4.3,28,640,Fair (620-679)
BOR105814,56,PA,20200.0,Full-time,Rent,38.2,2.4,34,635,Fair (620-679)
BOR105815,54,VA,51400.0,Self-employed,Mortgage,57.3,0.9,38,594,Poor (<620)
BOR105816,48,TN,34600.0,Full-time,Mortgage,32.7,3.1,30,737,Good (680-739)
BOR105817,23,PA,46600.0,Full-time,Rent,37.3,3.5,3,674,Fair (620-679)
BOR105818,48,MD,27100.0,Full-time,Rent,28.8,3.8,30,816,Exceptional (800+)
BOR105819,42,GA,39500.0,Full-time,Own,45.0,0.6,20,721,Good (680-739)
BOR105820,37,GA,47200.0,Full-time,Mortgage,21.7,2.1,15,734,Good (680-739)
BOR105821,57,IL,51900.0,Full-time,Rent,30.3,0.9,38,664,Fair (620-679)
BOR105822,39,MN,69800.0,Full-time,Mortgage,33.5,0.1,21,609,Poor (<620)
BOR105823,35,UT,18000.0,Full-time,Mortgage,35.9,1.2,19,623,Fair (620-679)
BOR105824,54,WA,44100.0,Retired,Rent,40.4,1.6,32,591,Poor (<620)
BOR105825,36,TX,43100.0,Retired,Mortgage,29.0,3.5,19,739,Good (680-739)
BOR105826,34,OH,45300.0,Full-time,Rent,39.9,1.9,12,655,Fair (620-679)
BOR105827,27,PA,47300.0,Part-time,Own,16.9,2.1,7,742,Very Good (740-799)
BOR105828,31,NV,32100.0,Full-time,Rent,33.5,0.8,10,689,Good (680-739)
BOR105829,32,TX,23200.0,Part-time,Rent,12.1,0.4,12,661,Fair (620-679)
BOR105830,48,UT,51400.0,Part-time,Mortgage,28.7,0.1,29,604,Poor (<620)
BOR105831,29,MA,29800.0,Full-time,Mortgage,56.0,3.3,12,700,Good (680-739)
BOR105832,19,WA,55900.0,Full-time,Own,33.7,0.7,1,666,Fair (620-679)
BOR105833,45,NV,30600.0,Full-time,Rent,26.2,15.0,25,739,Good (680-739)
BOR105834,33,CA,63700.0,Full-time,Mortgage,36.1,0.7,10,633,Fair (620-679)
BOR105835,41,MN,45500.0,Full-time,Rent,30.5,2.2,23,720,Good (680-739)
BOR105836,56,FL,46900.0,Self-employed,Rent,19.8,2.2,38,787,Very Good (740-799)
BOR105837,42,NV,41700.0,Full-time,Mortgage,12.6,0.2,26,698,Good (680-739)
BOR105838,59,AZ,38800.0,Full-time,Mortgage,30.9,5.8,40,731,Good (680-739)
BOR105839,40,TX,42000.0,Full-time,Own,29.1,3.9,20,717,Good (680-739)
BOR105840,53,NV,79400.0,Full-time,Mortgage,28.5,3.1,33,803,Exceptional (800+)
BOR105841,34,CA,23400.0,Full-time,Rent,39.4,1.3,13,704,Good (680-739)
BOR105842,42,NY,34800.0,Full-time,Own,44.9,1.7,20,725,Good (680-739)
BOR105843,30,MN,75000.0,Full-time,Rent,38.4,0.2,12,678,Fair (620-679)
BOR105844,31,VA,67400.0,Full-time,Mortgage,27.8,4.8,15,630,Fair (620-679)
BOR105845,38,LA,85400.0,Full-time,Mortgage,32.5,3.4,16,601,Poor (<620)
BOR105846,25,TN,45400.0,Full-time,Own,42.3,2.7,4,762,Very Good (740-799)
BOR105847,43,TN,25800.0,Self-employed,Rent,40.1,0.4,27,614,Poor (<620)
BOR105848,37,GA,28300.0,Self-employed,Rent,37.1,5.4,16,728,Good (680-739)
BOR105849,44,NY,40800.0,Self-employed,Own,26.5,2.8,26,707,Good (680-739)
BOR105850,25,UT,65700.0,Self-employed,Rent,42.4,4.2,3,740,Very Good (740-799)
BOR105851,49,FL,41600.0,Full-time,Mortgage,45.5,1.6,30,647,Fair (620-679)
BOR105852,61,AZ,40200.0,Part-time,Own,40.2,0.1,43,629,Fair (620-679)
BOR105853,59,OH,55700.0,Part-time,Mortgage,61.4,5.0,40,705,Good (680-739)
BOR105854,64,OH,47200.0,Self-employed,Mortgage,39.5,5.8,45,661,Fair (620-679)
BOR105855,42,TN,38200.0,Self-employed,Rent,43.5,2.4,22,600,Poor (<620)
BOR105856,37,MN,29700.0,Full-time,Mortgage,38.4,0.2,16,806,Exceptional (800+)
BOR105857,47,MN,71400.0,Full-time,Rent,30.7,16.4,29,629,Fair (620-679)
BOR105858,38,LA,74700.0,Self-employed,Other,20.2,1.0,19,615,Poor (<620)
BOR105859,20,GA,29000.0,Full-time,Mortgage,24.3,20.0,3,664,Fair (620-679)
BOR105860,51,VA,38900.0,Full-time,Rent,24.4,3.6,28,761,Very Good (740-799)
BOR105861,38,CA,63000.0,Unemployed,Other,19.9,6.3,15,539,Poor (<620)
BOR105862,23,WI,27900.0,Retired,Own,29.1,1.4,6,756,Very Good (740-799)
BOR105863,35,GA,55000.0,Full-time,Own,32.0,2.4,19,621,Fair (620-679)
BOR105864,38,AZ,40300.0,Full-time,Mortgage,43.9,3.9,20,697,Good (680-739)
BOR105865,41,PA,27000.0,Full-time,Mortgage,19.9,0.1,25,636,Fair (620-679)
BOR105866,41,NV,103800.0,Full-time,Rent,40.9,6.6,22,809,Exceptional (800+)
BOR105867,57,NV,40000.0,Full-time,Mortgage,34.7,5.6,37,688,Good (680-739)
BOR105868,26,LA,59000.0,Full-time,Mortgage,35.8,0.2,6,634,Fair (620-679)
BOR105869,39,TX,28200.0,Self-employed,Mortgage,31.0,0.1,22,660,Fair (620-679)
BOR105870,30,NH,93800.0,Full-time,Mortgage,52.9,1.9,7,686,Good (680-739)
BOR105871,56,OH,112000.0,Full-time,Rent,24.1,2.2,35,692,Good (680-739)
BOR105872,34,GA,23700.0,Full-time,Rent,26.4,8.9,11,709,Good (680-739)
BOR105873,37,OH,43300.0,Full-time,Rent,33.2,0.1,16,680,Good (680-739)
