loan_id,borrower_id,origination_date,origination_state,vintage_quarter,loan_amount,term_months,interest_rate,loan_purpose,origination_channel,current_status,current_balance,days_past_due,is_delinquent,is_closed,last_performance_month
LN505526,BOR105526,2025-08-15,AZ,2025Q3,5700.0,48,0.2089,Major Purchase,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN505527,BOR105527,2025-02-04,GA,2025Q1,15150.0,60,0.2062,Other,Branch,Current,13395.03,0,False,False,2025-12-01
LN505528,BOR105528,2024-09-20,WA,2024Q3,17610.0,60,0.2218,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-06-01
LN505529,BOR105529,2025-07-27,TN,2025Q3,19990.0,36,0.0793,Debt Consolidation,Online,Current,16978.62,0,False,False,2025-12-01
LN505530,BOR105530,2025-03-20,NJ,2025Q1,6010.0,60,0.1845,Other,Partner,Current,5348.66,0,False,False,2025-12-01
LN505531,BOR105531,2025-03-25,MN,2025Q1,15830.0,48,0.2752,Medical,Partner,Paid_Off,0.0,0,False,True,2025-08-01
LN505532,BOR105532,2024-02-27,MA,2024Q1,18630.0,24,0.2274,Debt Consolidation,Branch,Current,955.25,0,False,False,2025-12-01
LN505533,BOR105533,2024-04-19,CA,2024Q2,10620.0,36,0.1097,Other,Online,Current,4850.83,0,False,False,2025-12-01
LN505534,BOR105534,2024-08-24,MA,2024Q3,11330.0,48,0.1666,Other,Broker,Current,8140.48,0,False,False,2025-12-01
LN505535,BOR105535,2025-11-15,TN,2025Q4,10860.0,36,0.1576,Auto,Online,Current,10381.09,0,False,False,2025-12-01
LN505536,BOR105536,2025-05-10,MS,2025Q2,10290.0,60,0.1215,Debt Consolidation,Online,Current,9249.74,0,False,False,2025-12-01
LN505537,BOR105537,2024-05-16,NJ,2024Q2,25840.0,48,0.2234,Debt Consolidation,Partner,30DPD,20874.6,30,True,False,2025-07-01
LN505538,BOR105538,2025-10-24,MA,2025Q4,10190.0,48,0.1153,Other,Online,Current,9680.87,0,False,False,2025-12-01
LN505539,BOR105539,2025-07-05,VA,2025Q3,9340.0,36,0.1942,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN505540,BOR105540,2024-02-17,AZ,2024Q1,4500.0,36,0.1317,Major Purchase,Broker,Current,1832.11,0,False,False,2025-12-01
LN505541,BOR105541,2024-03-19,TX,2024Q1,18950.0,60,0.1801,Debt Consolidation,Branch,Current,13862.06,0,False,False,2025-12-01
LN505542,BOR105542,2024-10-20,LA,2024Q4,9050.0,36,0.1668,Debt Consolidation,Partner,60DPD,7391.42,60,True,False,2025-08-01
LN505543,BOR105543,2024-12-20,MS,2024Q4,9020.0,36,0.1069,Other,Online,Paid_Off,0.0,0,False,True,2025-05-01
LN505544,BOR105544,2025-07-18,AZ,2025Q3,29460.0,36,0.1168,Medical,Online,Current,25234.81,0,False,False,2025-12-01
LN505545,BOR105545,2025-02-17,AZ,2025Q1,7440.0,36,0.1542,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-06-01
LN505546,BOR105546,2024-09-26,TX,2024Q3,6430.0,60,0.1814,Major Purchase,Partner,Paid_Off,0.0,0,False,True,2025-02-01
LN505547,BOR105547,2025-05-01,TN,2025Q2,6470.0,24,0.1011,Major Purchase,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN505548,BOR105548,2025-04-13,NJ,2025Q2,6470.0,60,0.1153,Debt Consolidation,Online,Current,5719.6,0,False,False,2025-12-01
LN505549,BOR105549,2025-05-03,MD,2025Q2,9430.0,24,0.184,Debt Consolidation,Online,Current,6660.64,0,False,False,2025-12-01
LN505550,BOR105550,2025-03-24,TX,2025Q1,12890.0,36,0.2053,Other,Online,Current,10058.77,0,False,False,2025-12-01
LN505551,BOR105551,2024-02-04,MD,2024Q1,11440.0,60,0.1188,Auto,Online,Current,7830.33,0,False,False,2025-12-01
LN505552,BOR105552,2025-11-21,GA,2025Q4,20820.0,60,0.1377,Debt Consolidation,Online,Current,20331.09,0,False,False,2025-12-01
LN505553,BOR105553,2024-08-20,IN,2024Q3,16850.0,60,0.1608,Debt Consolidation,Branch,Current,13350.04,0,False,False,2025-12-01
LN505554,BOR105554,2025-08-09,TN,2025Q3,15020.0,48,0.1534,Debt Consolidation,Broker,Current,13847.38,0,False,False,2025-12-01
LN505555,BOR105555,2025-05-12,IL,2025Q2,16030.0,48,0.1533,Debt Consolidation,Online,Current,13988.23,0,False,False,2025-12-01
LN505556,BOR105556,2025-03-06,NJ,2025Q1,18110.0,60,0.1717,Home Improvement,Online,Current,16054.97,0,False,False,2025-12-01
LN505557,BOR105557,2024-09-22,NV,2024Q3,12520.0,36,0.1203,Home Improvement,Broker,Current,7505.51,0,False,False,2025-12-01
LN505558,BOR105558,2025-07-20,TN,2025Q3,30210.0,36,0.0914,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN505559,BOR105559,2024-11-27,TX,2024Q4,9720.0,48,0.1218,Debt Consolidation,Online,Current,7353.55,0,False,False,2025-12-01
LN505560,BOR105560,2024-07-17,NJ,2024Q3,10100.0,60,0.0874,Debt Consolidation,Partner,Current,7516.85,0,False,False,2025-12-01
LN505561,BOR105561,2024-03-14,GA,2024Q1,8690.0,36,0.1509,Home Improvement,Branch,Current,3849.96,0,False,False,2025-12-01
LN505562,BOR105562,2024-03-26,IN,2024Q1,8920.0,48,0.1117,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-04-01
LN505563,BOR105563,2025-03-09,TN,2025Q1,7380.0,60,0.1125,Debt Consolidation,Branch,Paid_Off,0.0,0,False,True,2025-09-01
LN505564,BOR105564,2024-11-24,CA,2024Q4,7530.0,48,0.0863,Medical,Broker,Current,5594.45,0,False,False,2025-12-01
LN505565,BOR105565,2024-08-16,TN,2024Q3,12250.0,36,0.1245,Debt Consolidation,Broker,Current,7028.99,0,False,False,2025-12-01
LN505566,BOR105566,2025-01-22,WI,2025Q1,12110.0,48,0.124,Home Improvement,Online,Current,9617.67,0,False,False,2025-12-01
LN505567,BOR105567,2024-03-09,MN,2024Q1,10490.0,60,0.0827,Major Purchase,Online,Current,7134.73,0,False,False,2025-12-01
LN505568,BOR105568,2025-10-14,TX,2025Q4,8870.0,36,0.1786,Home Improvement,Online,Current,8297.46,0,False,False,2025-12-01
LN505569,BOR105569,2025-01-11,GA,2025Q1,25860.0,36,0.1604,Medical,Online,Current,18571.49,0,False,False,2025-12-01
LN505570,BOR105570,2025-11-21,NJ,2025Q4,28870.0,60,0.1667,Debt Consolidation,Partner,Current,28243.02,0,False,False,2025-12-01
LN505571,BOR105571,2024-10-02,PA,2024Q4,19180.0,24,0.1778,Debt Consolidation,Branch,Current,7995.55,0,False,False,2025-12-01
LN505572,BOR105572,2024-08-26,NJ,2024Q3,15770.0,60,0.2479,Home Improvement,Branch,Paid_Off,0.0,0,False,True,2025-06-01
LN505573,BOR105573,2025-04-10,TX,2025Q2,28910.0,36,0.0953,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-08-01
LN505574,BOR105574,2024-01-11,FL,2024Q1,15870.0,48,0.2167,Major Purchase,Branch,60DPD,11246.82,60,True,False,2025-10-01
LN505575,BOR105575,2024-06-27,MO,2024Q2,6840.0,36,0.1588,Debt Consolidation,Branch,Current,3633.27,0,False,False,2025-12-01
LN505576,BOR105576,2025-01-03,OH,2025Q1,8310.0,36,0.2456,Debt Consolidation,Partner,90DPD,7577.66,90,True,False,2025-10-01
LN505577,BOR105577,2024-04-21,MD,2024Q2,14210.0,24,0.1478,Debt Consolidation,Branch,Current,2012.77,0,False,False,2025-12-01
LN505578,BOR105578,2025-12-03,TX,2025Q4,18950.0,48,0.2137,Other,Branch,90DPD,19287.47,90,True,False,2025-12-01
LN505579,BOR105579,2024-09-26,AZ,2024Q3,26460.0,48,0.2247,Debt Consolidation,Branch,Current,20093.53,0,False,False,2025-12-01
LN505580,BOR105580,2025-06-08,MI,2025Q2,26130.0,24,0.1505,Debt Consolidation,Online,Current,19298.16,0,False,False,2025-12-01
LN505581,BOR105581,2025-11-09,MN,2025Q4,21630.0,48,0.2111,Auto,Online,Current,21043.76,0,False,False,2025-12-01
LN505582,BOR105582,2024-02-21,MN,2024Q1,22970.0,36,0.1885,Other,Branch,Paid_Off,0.0,0,False,True,2025-02-01
LN505583,BOR105583,2024-06-06,MI,2024Q2,11680.0,36,0.161,Debt Consolidation,Broker,Paid_Off,0.0,0,False,True,2025-09-01
LN505584,BOR105584,2024-02-03,TN,2024Q1,11400.0,24,0.1253,Debt Consolidation,Branch,Current,533.98,0,False,False,2025-12-01
LN505585,BOR105585,2024-08-02,IL,2024Q3,11040.0,48,0.1929,Other,Branch,60DPD,9868.14,60,True,False,2025-06-01
LN505586,BOR105586,2025-02-25,MA,2025Q1,14340.0,36,0.2447,Home Improvement,Online,Current,11002.48,0,False,False,2025-12-01
LN505587,BOR105587,2025-07-16,TX,2025Q3,20450.0,36,0.1619,Debt Consolidation,Online,Current,17688.46,0,False,False,2025-12-01
LN505588,BOR105588,2024-11-26,NJ,2024Q4,50000.0,24,0.12,Home Improvement,Partner,Current,22292.41,0,False,False,2025-12-01
LN505589,BOR105589,2025-07-22,PA,2025Q3,11310.0,60,0.081,Debt Consolidation,Partner,Current,10373.15,0,False,False,2025-12-01
LN505590,BOR105590,2025-08-10,LA,2025Q3,10150.0,48,0.2278,Major Purchase,Online,90DPD,10600.04,90,True,False,2025-11-01
LN505591,BOR105591,2024-10-27,NJ,2024Q4,19390.0,48,0.1713,Medical,Online,Current,14676.7,0,False,False,2025-12-01
LN505592,BOR105592,2024-09-22,MA,2024Q3,11300.0,60,0.0911,Auto,Broker,Current,8768.82,0,False,False,2025-12-01
LN505593,BOR105593,2025-08-06,NC,2025Q3,26840.0,36,0.0729,Major Purchase,Online,Current,23452.86,0,False,False,2025-12-01
LN505594,BOR105594,2024-06-05,GA,2024Q2,28840.0,48,0.2286,Debt Consolidation,Broker,Current,20401.88,0,False,False,2025-12-01
LN505595,BOR105595,2025-06-02,PA,2025Q2,36200.0,36,0.204,Home Improvement,Online,Paid_Off,0.0,0,False,True,2025-10-01
LN505596,BOR105596,2025-04-02,MS,2025Q2,17820.0,36,0.1292,Debt Consolidation,Partner,Paid_Off,0.0,0,False,True,2025-10-01
LN505597,BOR105597,2024-07-13,MN,2024Q3,31150.0,48,0.2167,Debt Consolidation,Broker,Current,22450.38,0,False,False,2025-12-01
LN505598,BOR105598,2024-05-12,NY,2024Q2,7440.0,36,0.215,Debt Consolidation,Online,Current,3895.76,0,False,False,2025-12-01
LN505599,BOR105599,2025-03-11,WI,2025Q1,27250.0,24,0.1364,Other,Branch,Current,16786.08,0,False,False,2025-12-01
LN505600,BOR105600,2025-05-02,NJ,2025Q2,21240.0,36,0.0922,Debt Consolidation,Online,Current,17012.37,0,False,False,2025-12-01
LN505601,BOR105601,2024-07-17,CA,2024Q3,15990.0,24,0.2342,Medical,Branch,Current,4717.24,0,False,False,2025-12-01
LN505602,BOR105602,2025-04-02,WA,2025Q2,12920.0,60,0.0915,Medical,Online,Current,11336.7,0,False,False,2025-12-01
LN505603,BOR105603,2025-01-16,NY,2025Q1,3370.0,60,0.1976,Medical,Online,Current,2931.66,0,False,False,2025-12-01
LN505604,BOR105604,2024-01-04,IL,2024Q1,20290.0,36,0.1398,Auto,Branch,Current,7721.96,0,False,False,2025-12-01
LN505605,BOR105605,2024-11-16,MD,2024Q4,10800.0,36,0.0941,Auto,Online,Current,6956.58,0,False,False,2025-12-01
LN505606,BOR105606,2024-07-09,OH,2024Q3,11960.0,48,0.1423,Debt Consolidation,Broker,Current,8244.55,0,False,False,2025-12-01
LN505607,BOR105607,2024-12-26,LA,2024Q4,15950.0,48,0.1815,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN505608,BOR105608,2024-03-04,IN,2024Q1,16860.0,48,0.1263,Debt Consolidation,Online,Current,10171.58,0,False,False,2025-12-01
LN505609,BOR105609,2025-11-22,NV,2025Q4,9610.0,48,0.1705,Auto,Partner,30DPD,9603.53,30,True,False,2025-12-01
LN505610,BOR105610,2024-02-16,TN,2024Q1,9340.0,36,0.1406,Auto,Online,Current,3831.83,0,False,False,2025-12-01
LN505611,BOR105611,2025-08-14,LA,2025Q3,8790.0,48,0.1891,Debt Consolidation,Online,Current,8150.75,0,False,False,2025-12-01
LN505612,BOR105612,2024-06-23,NC,2024Q2,14800.0,48,0.1103,Home Improvement,Online,Current,9704.12,0,False,False,2025-12-01
LN505613,BOR105613,2025-03-06,AZ,2025Q1,25630.0,36,0.2292,Debt Consolidation,Online,30DPD,21746.65,30,True,False,2025-11-01
LN505614,BOR105614,2024-04-24,WA,2024Q2,15440.0,24,0.2069,Debt Consolidation,Branch,Current,2293.48,0,False,False,2025-12-01
LN505615,BOR105615,2024-02-23,MS,2024Q1,16510.0,48,0.2445,Debt Consolidation,Branch,90DPD,13745.33,90,True,False,2025-07-01
LN505616,BOR105616,2025-11-24,PA,2025Q4,12660.0,36,0.1623,Home Improvement,Partner,Current,12105.67,0,False,False,2025-12-01
LN505617,BOR105617,2024-04-02,MA,2024Q2,11180.0,24,0.2259,Medical,Online,60DPD,7848.11,60,True,False,2025-02-01
LN505618,BOR105618,2025-02-15,CO,2025Q1,10220.0,24,0.1988,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN505619,BOR105619,2025-04-10,NC,2025Q2,11560.0,24,0.2315,Debt Consolidation,Branch,Current,7831.88,0,False,False,2025-12-01
LN505620,BOR105620,2024-06-07,LA,2024Q2,6930.0,24,0.1016,Debt Consolidation,Online,Current,1561.52,0,False,False,2025-12-01
LN505621,BOR105621,2025-11-09,MI,2025Q4,27230.0,48,0.2288,Debt Consolidation,Branch,Current,26519.72,0,False,False,2025-12-01
LN505622,BOR105622,2025-08-16,PA,2025Q3,16130.0,60,0.2316,Major Purchase,Partner,30DPD,15989.64,30,True,False,2025-11-01
LN505623,BOR105623,2024-02-01,MA,2024Q1,15650.0,24,0.1556,Major Purchase,Online,Current,753.13,0,False,False,2025-12-01
LN505624,BOR105624,2024-01-18,NJ,2024Q1,17070.0,48,0.0865,Major Purchase,Partner,Paid_Off,0.0,0,False,True,2024-06-01
LN505625,BOR105625,2025-12-10,CA,2025Q4,11440.0,48,0.1707,Auto,Online,Current,11272.21,0,False,False,2025-12-01
LN505626,BOR105626,2024-03-20,TX,2024Q1,16520.0,48,0.1537,Home Improvement,Branch,Current,10180.93,0,False,False,2025-12-01
LN505627,BOR105627,2024-12-06,PA,2024Q4,10190.0,36,0.1112,Auto,Online,Current,6893.76,0,False,False,2025-12-01
LN505628,BOR105628,2025-07-20,MN,2025Q3,10860.0,24,0.1209,Medical,Online,Current,8384.85,0,False,False,2025-12-01
LN505629,BOR105629,2024-10-18,LA,2024Q4,13890.0,60,0.1324,Other,Online,Paid_Off,0.0,0,False,True,2025-10-01
LN505630,BOR105630,2025-11-06,AZ,2025Q4,14560.0,60,0.2115,Debt Consolidation,Online,Current,14280.54,0,False,False,2025-12-01
LN505631,BOR105631,2025-05-08,FL,2025Q2,29550.0,60,0.1201,Debt Consolidation,Online,Current,26552.79,0,False,False,2025-12-01
LN505632,BOR105632,2025-07-07,AZ,2025Q3,8890.0,36,0.2248,Auto,Broker,60DPD,9044.39,60,True,False,2025-09-01
LN505633,BOR105633,2025-12-25,LA,2025Q4,8680.0,48,0.1866,Debt Consolidation,Online,Current,8556.99,0,False,False,2025-12-01
LN505634,BOR105634,2024-04-18,CO,2024Q2,11290.0,36,0.0889,Other,Broker,Current,5070.94,0,False,False,2025-12-01
LN505635,BOR105635,2024-05-20,GA,2024Q2,23600.0,60,0.089,Medical,Online,Current,16863.28,0,False,False,2025-12-01
LN505636,BOR105636,2024-03-03,NY,2024Q1,16270.0,48,0.1483,Auto,Online,Current,9985.36,0,False,False,2025-12-01
LN505637,BOR105637,2025-12-04,LA,2025Q4,43450.0,36,0.2543,Home Improvement,Online,Default,43450.0,120,True,True,2025-12-01
LN505638,BOR105638,2025-02-27,NV,2025Q1,13590.0,36,0.2264,Debt Consolidation,Broker,Default,12906.84,120,True,True,2025-10-01
LN505639,BOR105639,2024-03-22,TX,2024Q1,16950.0,48,0.2093,Medical,Broker,Current,10883.38,0,False,False,2025-12-01
LN505640,BOR105640,2024-08-22,NV,2024Q3,14680.0,48,0.1807,Debt Consolidation,Online,Current,10632.26,0,False,False,2025-12-01
LN505641,BOR105641,2025-08-26,FL,2025Q3,16150.0,48,0.2463,Major Purchase,Branch,30DPD,16276.68,30,True,False,2025-09-01
LN505642,BOR105642,2025-01-23,TX,2025Q1,9620.0,60,0.1753,Debt Consolidation,Online,Current,8301.84,0,False,False,2025-12-01
LN505643,BOR105643,2025-05-02,CO,2025Q2,14680.0,36,0.0827,Home Improvement,Online,Current,11723.99,0,False,False,2025-12-01
LN505644,BOR105644,2024-12-09,AZ,2024Q4,8000.0,36,0.1263,Home Improvement,Online,Current,5451.93,0,False,False,2025-12-01
LN505645,BOR105645,2024-12-11,NJ,2024Q4,16700.0,48,0.1509,Debt Consolidation,Partner,Current,13115.44,0,False,False,2025-12-01
LN505646,BOR105646,2025-10-05,MS,2025Q4,17530.0,48,0.2264,Debt Consolidation,Broker,90DPD,18541.04,90,True,False,2025-12-01
LN505647,BOR105647,2025-02-25,NV,2025Q1,12710.0,36,0.237,Auto,Broker,60DPD,12701.11,60,True,False,2025-05-01
LN505648,BOR105648,2025-06-26,TX,2025Q2,10100.0,48,0.2308,Debt Consolidation,Online,Current,9136.49,0,False,False,2025-12-01
LN505649,BOR105649,2025-12-05,TN,2025Q4,9650.0,36,0.242,Debt Consolidation,Branch,Current,9465.0,0,False,False,2025-12-01
LN505650,BOR105650,2024-11-21,MN,2024Q4,8770.0,36,0.1604,Debt Consolidation,Online,Current,5846.59,0,False,False,2025-12-01
LN505651,BOR105651,2025-07-22,AZ,2025Q3,9760.0,48,0.1368,Debt Consolidation,Online,Current,8810.03,0,False,False,2025-12-01
LN505652,BOR105652,2025-10-01,NH,2025Q4,48990.0,36,0.2242,Debt Consolidation,Online,Current,46036.56,0,False,False,2025-12-01
LN505653,BOR105653,2025-12-04,MD,2025Q4,16220.0,48,0.1454,Debt Consolidation,Broker,Current,15968.89,0,False,False,2025-12-01
LN505654,BOR105654,2024-10-26,FL,2024Q4,12410.0,36,0.1019,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-05-01
LN505655,BOR105655,2024-03-07,PA,2024Q1,9770.0,60,0.0839,Debt Consolidation,Broker,Current,6651.5,0,False,False,2025-12-01
LN505656,BOR105656,2025-10-22,NV,2025Q4,13030.0,48,0.1314,Major Purchase,Branch,Current,12399.77,0,False,False,2025-12-01
LN505657,BOR105657,2024-10-18,NH,2024Q4,18850.0,36,0.1725,Medical,Online,Current,12149.98,0,False,False,2025-12-01
LN505658,BOR105658,2024-02-15,FL,2024Q1,18320.0,48,0.1194,Other,Online,Current,10619.35,0,False,False,2025-12-01
LN505659,BOR105659,2024-06-01,FL,2024Q2,22750.0,36,0.0792,Other,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN505660,BOR105660,2025-09-16,CO,2025Q3,23300.0,36,0.2654,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN505661,BOR105661,2024-08-22,TX,2024Q3,13910.0,60,0.093,Medical,Online,Current,10598.84,0,False,False,2025-12-01
LN505662,BOR105662,2025-03-08,TX,2025Q1,9890.0,48,0.1922,Home Improvement,Online,Current,8401.27,0,False,False,2025-12-01
LN505663,BOR105663,2025-12-19,LA,2025Q4,12460.0,24,0.2049,Debt Consolidation,Partner,60DPD,12672.75,60,True,False,2025-12-01
LN505664,BOR105664,2025-05-11,MN,2025Q2,20810.0,48,0.1922,Other,Branch,Current,18344.41,0,False,False,2025-12-01
LN505665,BOR105665,2025-02-26,LA,2025Q1,10120.0,36,0.138,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN505666,BOR105666,2024-09-14,IN,2024Q3,40210.0,48,0.2301,Home Improvement,Online,Current,30616.77,0,False,False,2025-12-01
LN505667,BOR105667,2025-09-01,NC,2025Q3,9960.0,48,0.1796,Debt Consolidation,Online,Current,9373.79,0,False,False,2025-12-01
LN505668,BOR105668,2025-07-05,MS,2025Q3,18100.0,36,0.1454,Debt Consolidation,Online,Current,15601.02,0,False,False,2025-12-01
LN505669,BOR105669,2024-01-06,GA,2024Q1,16260.0,60,0.1363,Medical,Online,Paid_Off,0.0,0,False,True,2024-08-01
LN505670,BOR105670,2024-11-10,OH,2024Q4,20920.0,36,0.1551,Auto,Branch,Current,13909.37,0,False,False,2025-12-01
LN505671,BOR105671,2025-01-12,LA,2025Q1,5030.0,36,0.1937,Home Improvement,Online,90DPD,4474.72,90,True,False,2025-10-01
LN505672,BOR105672,2024-09-14,MO,2024Q3,22600.0,36,0.1179,Major Purchase,Online,Current,13528.71,0,False,False,2025-12-01
LN505673,BOR105673,2025-11-20,LA,2025Q4,11700.0,48,0.0993,Debt Consolidation,Partner,Paid_Off,0.0,0,False,True,2025-12-01
LN505674,BOR105674,2025-12-20,PA,2025Q4,9180.0,36,0.1123,Major Purchase,Branch,Paid_Off,0.0,0,False,True,2025-12-01
LN505675,BOR105675,2024-09-14,UT,2024Q3,22790.0,36,0.1207,Debt Consolidation,Branch,Current,13665.32,0,False,False,2025-12-01
LN505676,BOR105676,2024-01-15,TN,2024Q1,5670.0,48,0.1123,Other,Online,Paid_Off,0.0,0,False,True,2024-10-01
LN505677,BOR105677,2024-12-03,MO,2024Q4,36680.0,60,0.1146,Home Improvement,Online,Current,30404.88,0,False,False,2025-12-01
LN505678,BOR105678,2025-04-22,MS,2025Q2,15580.0,36,0.0712,Auto,Online,Current,11990.34,0,False,False,2025-12-01
LN505679,BOR105679,2024-08-02,MI,2024Q3,13050.0,48,0.0927,Auto,Online,Current,8968.04,0,False,False,2025-12-01
LN505680,BOR105680,2025-05-27,MD,2025Q2,7460.0,48,0.1951,Debt Consolidation,Partner,Current,6580.92,0,False,False,2025-12-01
LN505681,BOR105681,2025-06-10,IN,2025Q2,12280.0,48,0.2213,Auto,Online,Current,11086.5,0,False,False,2025-12-01
LN505682,BOR105682,2024-01-13,MN,2024Q1,25240.0,48,0.1912,Debt Consolidation,Branch,Current,14985.56,0,False,False,2025-12-01
LN505683,BOR105683,2024-01-05,LA,2024Q1,16000.0,48,0.1872,Home Improvement,Online,Current,9469.21,0,False,False,2025-12-01
LN505684,BOR105684,2025-02-09,MO,2025Q1,18600.0,60,0.1429,Medical,Partner,Current,16099.6,0,False,False,2025-12-01
LN505685,BOR105685,2025-02-05,TX,2025Q1,23270.0,60,0.1922,Other,Online,30DPD,22918.75,30,True,False,2025-05-01
LN505686,BOR105686,2025-08-10,PA,2025Q3,9180.0,48,0.1227,Medical,Online,Current,8419.13,0,False,False,2025-12-01
LN505687,BOR105687,2024-03-08,UT,2024Q1,6240.0,36,0.2414,Other,Online,Current,2966.94,0,False,False,2025-12-01
LN505688,BOR105688,2024-11-20,UT,2024Q4,8520.0,60,0.2486,Debt Consolidation,Online,Current,7350.48,0,False,False,2025-12-01
LN505689,BOR105689,2024-11-16,UT,2024Q4,13840.0,36,0.1762,Medical,Broker,Current,9299.53,0,False,False,2025-12-01
LN505690,BOR105690,2025-04-21,CA,2025Q2,12470.0,36,0.2207,Debt Consolidation,Online,Current,10072.89,0,False,False,2025-12-01
LN505691,BOR105691,2025-01-22,MI,2025Q1,12370.0,24,0.2333,Debt Consolidation,Broker,30DPD,9981.44,30,True,False,2025-07-01
LN505692,BOR105692,2025-05-24,CO,2025Q2,18160.0,60,0.1984,Auto,Online,Current,16640.09,0,False,False,2025-12-01
LN505693,BOR105693,2024-10-06,CO,2024Q4,11330.0,60,0.1962,Auto,Online,Current,9434.24,0,False,False,2025-12-01
LN505694,BOR105694,2024-03-10,TX,2024Q1,8260.0,36,0.1796,Other,Partner,Current,3744.58,0,False,False,2025-12-01
LN505695,BOR105695,2024-02-12,TN,2024Q1,8580.0,36,0.1882,Home Improvement,Online,Current,3663.7,0,False,False,2025-12-01
LN505696,BOR105696,2024-02-12,NY,2024Q1,19090.0,36,0.2073,Auto,Online,Current,8280.03,0,False,False,2025-12-01
LN505697,BOR105697,2025-02-20,WA,2025Q1,24000.0,60,0.1658,Home Improvement,Partner,Current,20940.37,0,False,False,2025-12-01
LN505698,BOR105698,2024-11-02,OH,2024Q4,28320.0,24,0.0993,Debt Consolidation,Broker,Current,12483.89,0,False,False,2025-12-01
LN505699,BOR105699,2024-07-24,TX,2024Q3,11080.0,24,0.1008,Other,Branch,Current,2981.99,0,False,False,2025-12-01
LN505700,BOR105700,2025-03-16,TX,2025Q1,15340.0,48,0.1469,Debt Consolidation,Online,Current,12837.91,0,False,False,2025-12-01
LN505701,BOR105701,2024-11-06,MS,2024Q4,17780.0,36,0.17,Debt Consolidation,Partner,Current,11910.1,0,False,False,2025-12-01
LN505702,BOR105702,2024-08-10,WI,2024Q3,16230.0,24,0.1715,Auto,Online,Current,5317.02,0,False,False,2025-12-01
LN505703,BOR105703,2024-03-23,MS,2024Q1,18590.0,48,0.1446,Auto,Online,Current,11376.82,0,False,False,2025-12-01
LN505704,BOR105704,2024-03-16,VA,2024Q1,19890.0,36,0.1337,Home Improvement,Partner,Current,8688.72,0,False,False,2025-12-01
LN505705,BOR105705,2024-04-12,NJ,2024Q2,9580.0,36,0.0864,Medical,Branch,Current,4294.08,0,False,False,2025-12-01
LN505706,BOR105706,2024-05-25,NC,2024Q2,10300.0,24,0.251,Debt Consolidation,Partner,60DPD,7318.84,60,True,False,2025-03-01
LN505707,BOR105707,2025-03-18,TN,2025Q1,17390.0,24,0.1936,Home Improvement,Online,Current,10944.9,0,False,False,2025-12-01
LN505708,BOR105708,2025-03-05,NC,2025Q1,8550.0,60,0.1236,Debt Consolidation,Broker,Current,7463.75,0,False,False,2025-12-01
LN505709,BOR105709,2025-12-13,WI,2025Q4,10290.0,60,0.1551,Medical,Online,Current,10175.44,0,False,False,2025-12-01
LN505710,BOR105710,2024-02-27,MN,2024Q1,15180.0,36,0.22,Auto,Online,Current,6651.89,0,False,False,2025-12-01
LN505711,BOR105711,2025-12-21,LA,2025Q4,10980.0,60,0.2216,Debt Consolidation,Online,30DPD,11182.76,30,True,False,2025-12-01
LN505712,BOR105712,2025-06-18,OH,2025Q2,16770.0,60,0.1035,Debt Consolidation,Online,Current,15228.59,0,False,False,2025-12-01
LN505713,BOR105713,2024-03-20,WA,2024Q1,9890.0,60,0.22,Major Purchase,Partner,Current,7428.79,0,False,False,2025-12-01
LN505714,BOR105714,2025-02-12,IL,2025Q1,4270.0,60,0.2391,Other,Branch,30DPD,4113.6,30,True,False,2025-08-01
LN505715,BOR105715,2025-02-14,CA,2025Q1,16260.0,60,0.1045,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN505716,BOR105716,2024-03-03,MD,2024Q1,13540.0,36,0.1282,Home Improvement,Branch,Current,5888.05,0,False,False,2025-12-01
LN505717,BOR105717,2025-10-26,AZ,2025Q4,26320.0,24,0.1659,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN505718,BOR105718,2025-05-05,MD,2025Q2,11650.0,36,0.2247,Debt Consolidation,Broker,Current,9688.09,0,False,False,2025-12-01
LN505719,BOR105719,2024-10-25,FL,2024Q4,14630.0,48,0.1537,Auto,Online,Current,10975.6,0,False,False,2025-12-01
LN505720,BOR105720,2024-11-25,NH,2024Q4,11480.0,36,0.0981,Auto,Online,Current,7410.44,0,False,False,2025-12-01
LN505721,BOR105721,2025-08-10,NH,2025Q3,9860.0,48,0.2355,Other,Broker,Paid_Off,0.0,0,False,True,2025-12-01
